rd,km,lat,lon
7,61,13.446,101.046
7,62,13.437,101.046
7,62,13.437,101.046
7,62,13.437,101.046
7,63,13.428,101.047
7,63,13.428,101.047
7,63,13.428,101.047
7,64,13.419,101.047
7,64,13.419,101.047
7,64,13.419,101.047
7,65,13.409,101.047
7,66,13.4,101.047
7,66,13.4,101.047
7,66,13.4,101.047
7,67,13.391,101.047
7,67,13.391,101.047
7,68,13.382,101.045
7,68,13.382,101.045
7,68,13.382,101.045
7,69,13.374,101.042
7,69,13.374,101.042
7,69,13.374,101.042
7,70,13.365,101.039
7,70,13.365,101.039
7,70,13.365,101.039
7,71,13.357,101.035
7,71,13.357,101.035
7,71,13.357,101.035
7,72,13.349,101.031
7,72,13.349,101.031
7,73,13.341,101.026
7,73,13.341,101.026
7,73,13.341,101.026
7,73,13.341,101.026
7,74,13.334,101.021
7,74,13.334,101.021
7,74,13.334,101.021
7,75,13.326,101.016
7,75,13.326,101.016
7,76,13.319,101.011
7,76,13.319,101.011
7,76,13.319,101.011
7,77,13.312,101.005
7,77,13.312,101.005
7,78,13.304,100.999
7,79,13.297,100.994
7,79,13.297,100.994
7,80,13.288,100.991
7,80,13.288,100.991
7,80,13.288,100.991
7,81,13.279,100.991
7,81,13.279,100.991
7,81,13.279,100.991
7,82,13.27,100.99
7,83,13.261,100.99
7,84,13.253,100.992
7,84,13.253,100.992
7,84,13.253,100.992
7,85,13.244,100.996
7,86,13.236,100.999
7,86,13.236,100.999
7,86,13.236,100.999
7,87,13.227,101.002
7,87,13.227,101.002
7,87,13.227,101.002
7,88,13.219,101.005
7,88,13.219,101.005
7,89,13.21,101.005
7,90,13.201,101.002
7,91,13.192,100.999
7,92,13.184,100.996
7,92,13.184,100.996
7,92,13.184,100.996
7,93,13.175,100.994
7,93,13.175,100.994
7,93,13.175,100.994
7,94,13.167,100.991
7,94,13.167,100.991
7,94,13.167,100.991
7,95,13.158,100.988
7,95,13.158,100.988
7,95,13.158,100.988
7,96,13.149,100.986
7,96,13.149,100.986
7,96,13.149,100.986
7,97,13.14,100.986
7,97,13.14,100.986
7,97,13.14,100.986
7,98,13.131,100.985
7,98,13.131,100.985
7,98,13.131,100.985
7,99,13.122,100.985
7,100,13.113,100.986
7,101,13.104,100.988
7,101,13.104,100.988
7,101,13.104,100.988
7,101,13.104,100.988
7,102,13.095,100.99
7,102,13.095,100.99
7,102,13.095,100.99
7,103,13.086,100.992
7,103,13.086,100.992
7,103,13.086,100.992
7,104,13.077,100.993
7,104,13.077,100.993
7,104,13.077,100.993
7,105,13.069,100.995
7,106,13.06,100.996
7,107,13.051,100.996
7,107,13.051,100.996
7,107,13.051,100.996
7,108,13.041,100.996
7,108,13.041,100.996
7,108,13.041,100.996
7,109,13.032,100.996
7,109,13.032,100.996
7,110,13.023,100.996
7,110,13.023,100.996
7,111,13.014,100.996
7,111,13.014,100.996
7,112,13.006,100.994
7,112,13.006,100.994
7,112,13.006,100.994
7,113,12.997,100.991
7,113,12.997,100.991
7,113,12.997,100.991
7,114,12.988,100.988
7,114,12.988,100.988
7,114,12.988,100.988
7,115,12.98,100.985
7,115,12.98,100.985
7,116,12.971,100.982
7,116,12.971,100.982
7,117,12.963,100.979
7,117,12.963,100.979
7,118,12.956,100.973
7,119,12.952,100.966
7,119,12.952,100.966
7,119,12.952,100.966
7,120,12.951,100.957
7,120,12.951,100.957
7,120,12.951,100.957
7,121,12.951,100.948
7,121,12.951,100.948
7,121,12.951,100.948
7,122,12.95,100.939
7,122,12.95,100.939
7,122,12.95,100.939
7,123,12.948,100.93
7,123,12.948,100.93
7,123,12.948,100.93
7,124,12.944,100.922
7,124,12.944,100.922
7,125,12.944,100.913
7,125,12.944,100.913
7,125,12.944,100.913
