rd,km,lat,lon
1,234,15.347,100.494
1,235,15.34,100.489
1,236,15.332,100.487
1,237,15.324,100.482
1,238,15.317,100.476
1,239,15.313,100.468
1,240,15.308,100.461
1,241,15.303,100.453
1,242,15.298,100.445
1,243,15.295,100.437
1,244,15.288,100.432
1,245,15.29,100.423
1,246,15.293,100.414
1,247,15.297,100.406
1,248,15.301,100.398
1,249,15.296,100.391
1,249,15.296,100.391
1,250,15.29,100.385
1,251,15.283,100.379
1,252,15.276,100.373
1,253,15.271,100.365
1,253,15.271,100.365
1,254,15.268,100.357
1,255,15.265,100.349
1,256,15.265,100.34
1,257,15.262,100.332
1,258,15.26,100.323
1,259,15.258,100.315
1,260,15.255,100.307
1,260,15.255,100.307
1,261,15.253,100.298
1,262,15.251,100.29
1,263,15.25,100.281
1,264,15.248,100.272
1,265,15.246,100.263
1,265,15.246,100.263
1,265,15.246,100.263
1,266,15.244,100.254
1,266,15.244,100.254
1,266,15.244,100.254
1,266,15.244,100.254
1,267,15.243,100.244
1,268,15.241,100.235
1,269,15.239,100.226
1,270,15.237,100.217
1,271,15.235,100.208
1,271,15.235,100.208
1,271,15.235,100.208
1,271,15.235,100.208
1,272,15.233,100.199
1,272,15.233,100.199
1,273,15.231,100.19
1,274,15.228,100.181
1,275,15.223,100.173
1,276,15.217,100.166
1,277,15.211,100.158
1,277,15.211,100.158
1,278,15.204,100.152
1,279,15.199,100.144
1,280,15.193,100.137
1,280,15.193,100.137
1,280,15.193,100.137
1,280,15.193,100.137
1,280,15.193,100.137
1,280,15.193,100.137
1,281,15.191,100.129
1,282,15.199,100.125
1,283,15.207,100.121
1,284,15.215,100.116
1,285,15.223,100.112
1,286,15.231,100.108
1,287,15.239,100.104
1,288,15.247,100.1
1,289,15.256,100.096
1,290,15.264,100.092
1,290,15.264,100.092
1,291,15.273,100.094
1,292,15.282,100.096
1,293,15.291,100.098
1,294,15.3,100.1
1,295,15.309,100.102
1,296,15.318,100.104
1,297,15.326,100.108
1,298,15.333,100.113
1,299,15.341,100.118
1,299,15.341,100.118
1,300,15.348,100.123
1,301,15.356,100.127
1,302,15.365,100.131
1,303,15.373,100.135
1,304,15.381,100.139
1,305,15.389,100.144
1,306,15.397,100.147
1,307,15.406,100.147
1,308,15.415,100.147
1,309,15.423,100.145
1,310,15.432,100.142
1,311,15.44,100.144
1,312,15.449,100.146
1,313,15.458,100.146
1,314,15.467,100.144
1,315,15.475,100.141
1,316,15.482,100.136
1,317,15.49,100.131
1,318,15.498,100.128
1,319,15.506,100.125
1,320,15.515,100.126
1,321,15.524,100.127
1,322,15.533,100.125
1,323,15.541,100.127
1,324,15.55,100.128
1,325,15.559,100.127
1,326,15.568,100.126
1,327,15.577,100.125
1,328,15.585,100.124
1,329,15.594,100.123
1,330,15.603,100.122
1,331,15.612,100.121
1,331,15.612,100.121
1,332,15.62,100.122
1,333,15.628,100.126
1,334,15.636,100.131
1,335,15.644,100.135
1,336,15.652,100.133
1,336,15.652,100.133
1,337,15.66,100.13
1,338,15.669,100.128
1,339,15.677,100.126
1,340,15.686,100.124
1,341,15.694,100.123
1,342,15.701,100.117
1,343,15.707,100.11
1,344,15.707,100.101
1,345,15.707,100.092
1,346,15.707,100.082
1,347,15.71,100.074
1,347,15.71,100.074
1,348,15.714,100.065
1,349,15.718,100.057
1,349,15.718,100.057
1,350,15.723,100.049
1,351,15.727,100.041
1,352,15.731,100.032
1,353,15.736,100.024
1,354,15.74,100.016
1,355,15.746,100.009
1,356,15.752,100.002
1,357,15.759,99.996
1,358,15.766,99.989
1,358,15.766,99.989
1,358,15.766,99.989
1,358,15.766,99.989
1,358,15.766,99.989
1,359,15.773,99.983
1,360,15.779,99.977
1,361,15.786,99.97
1,362,15.793,99.964
1,363,15.8,99.958
1,364,15.807,99.951
1,365,15.813,99.945
1,366,15.821,99.94
1,367,15.829,99.935
1,368,15.837,99.931
1,369,15.845,99.926
1,370,15.853,99.922
1,371,15.862,99.917
1,372,15.87,99.912
1,373,15.878,99.908
1,374,15.886,99.903
1,375,15.894,99.898
1,376,15.902,99.894
1,377,15.909,99.888
1,378,15.917,99.882
1,379,15.924,99.876
1,380,15.931,99.87
1,381,15.938,99.864
1,382,15.944,99.858
1,383,15.951,99.851
1,384,15.958,99.845
1,385,15.965,99.839
1,386,15.972,99.832
1,387,15.978,99.826
1,388,15.985,99.82
1,389,15.991,99.813
1,390,15.998,99.807
1,391,16.004,99.8
1,392,16.01,99.794
1,393,16.017,99.787
1,394,16.023,99.781
1,395,16.029,99.774
1,396,16.035,99.767
1,397,16.042,99.761
1,398,16.048,99.754
1,399,16.054,99.747
1,400,16.06,99.741
1,401,16.067,99.735
1,402,16.075,99.731
1,403,16.084,99.728
1,404,16.092,99.724
1,405,16.1,99.72
1,406,16.109,99.719
1,406,16.109,99.719
1,407,16.118,99.72
1,408,16.127,99.72
1,409,16.137,99.72
1,410,16.146,99.721
1,411,16.155,99.721
1,412,16.164,99.72
1,412,16.164,99.72
1,413,16.172,99.717
1,414,16.181,99.714
1,415,16.19,99.711
1,416,16.198,99.708
1,417,16.207,99.705
1,417,16.207,99.705
1,418,16.215,99.702
1,419,16.224,99.699
1,420,16.233,99.696
1,421,16.241,99.693
1,422,16.25,99.69
1,423,16.258,99.687
1,424,16.267,99.685
1,425,16.276,99.682
1,426,16.284,99.678
1,427,16.292,99.673
1,428,16.299,99.668
1,428,16.299,99.668
1,429,16.307,99.663
1,430,16.314,99.658
1,431,16.321,99.652
1,432,16.324,99.644
1,433,16.328,99.635
1,434,16.332,99.627
1,435,16.335,99.619
1,436,16.339,99.61
1,437,16.342,99.601
1,438,16.347,99.594
1,439,16.351,99.586
1,439,16.351,99.586
1,440,16.355,99.578
1,440,16.355,99.578
1,441,16.359,99.57
1,442,16.363,99.562
1,443,16.368,99.554
1,444,16.372,99.546
1,445,16.377,99.538
1,446,16.382,99.53
1,447,16.387,99.523
1,448,16.396,99.521
1,449,16.405,99.521
1,450,16.414,99.521
1,451,16.423,99.521
1,452,16.43,99.516
1,453,16.437,99.51
1,454,16.444,99.505
1,455,16.451,99.499
1,456,16.459,99.495
1,457,16.468,99.496
1,458,16.477,99.497
1,459,16.484,99.491
1,460,16.49,99.484
1,461,16.498,99.482
1,462,16.507,99.483
1,463,16.516,99.48
1,464,16.525,99.477
1,465,16.533,99.473
1,466,16.54,99.466
1,467,16.546,99.46
1,468,16.553,99.453
1,468,16.553,99.453
1,469,16.56,99.448
1,470,16.569,99.444
1,471,16.578,99.441
1,472,16.586,99.436
1,473,16.59,99.428
1,474,16.593,99.419
1,475,16.597,99.411
1,476,16.601,99.402
1,477,16.604,99.394
1,478,16.608,99.385
1,479,16.611,99.377
1,480,16.615,99.368
1,481,16.621,99.361
1,482,16.626,99.353
1,483,16.632,99.346
1,484,16.638,99.338
1,485,16.643,99.331
1,486,16.65,99.324
1,487,16.656,99.318
1,488,16.663,99.311
1,489,16.669,99.305
1,490,16.673,99.297
1,491,16.672,99.287
1,492,16.672,99.278
1,492,16.672,99.278
1,493,16.673,99.269
1,494,16.681,99.264
1,495,16.688,99.258
1,496,16.695,99.252
1,497,16.702,99.246
1,498,16.709,99.24
1,499,16.716,99.234
1,500,16.723,99.229
1,501,16.73,99.223
1,502,16.737,99.217
1,503,16.744,99.21
1,504,16.751,99.204
1,505,16.758,99.198
1,506,16.765,99.192
1,507,16.771,99.186
1,508,16.777,99.179
1,509,16.784,99.172
1,510,16.79,99.166
1,511,16.795,99.158
1,512,16.8,99.15
1,513,16.806,99.144
1,514,16.813,99.138
1,515,16.82,99.131
1,516,16.827,99.125
1,517,16.833,99.119
1,518,16.841,99.114
1,518,16.841,99.114
1,519,16.85,99.112
1,520,16.854,99.12
1,521,16.858,99.128
1,522,16.862,99.137
1,523,16.87,99.135
1,524,16.877,99.13
1,525,16.886,99.127
1,525,16.886,99.127
1,525,16.886,99.127
1,525,16.886,99.127
1,526,16.895,99.129
1,526,16.895,99.129
1,526,16.895,99.129
1,527,16.903,99.125
1,527,16.903,99.125
1,527,16.903,99.125
1,528,16.91,99.12
1,529,16.919,99.116
1,530,16.927,99.118
1,531,16.936,99.121
1,532,16.944,99.125
1,533,16.953,99.128
1,534,16.961,99.131
1,535,16.97,99.131
1,536,16.977,99.126
1,537,16.984,99.12
1,538,16.992,99.116
1,539,17.0,99.112
1,540,17.008,99.108
1,541,17.016,99.103
1,542,17.023,99.097
1,543,17.03,99.092
1,544,17.037,99.086
1,545,17.045,99.081
1,546,17.052,99.076
1,547,17.06,99.071
1,548,17.068,99.067
1,549,17.077,99.067
1,550,17.085,99.07
1,551,17.094,99.073
1,552,17.103,99.075
1,553,17.109,99.08
1,554,17.113,99.088
1,555,17.119,99.095
1,556,17.127,99.1
1,557,17.134,99.106
1,558,17.139,99.113
1,559,17.143,99.121
1,560,17.148,99.129
1,561,17.157,99.132
1,562,17.166,99.135
1,563,17.174,99.138
1,564,17.183,99.136
1,565,17.191,99.132
1,566,17.199,99.127
1,567,17.207,99.123
1,568,17.216,99.123
1,569,17.225,99.123
1,570,17.234,99.123
1,571,17.243,99.125
1,572,17.251,99.129
1,573,17.259,99.133
1,574,17.268,99.136
1,575,17.276,99.139
1,576,17.285,99.141
1,577,17.294,99.143
1,578,17.302,99.147
1,579,17.311,99.149
1,580,17.32,99.151
1,581,17.329,99.153
1,582,17.337,99.152
1,583,17.346,99.15
1,584,17.355,99.149
1,585,17.363,99.147
1,586,17.372,99.149
1,587,17.381,99.148
1,588,17.39,99.149
1,589,17.399,99.15
1,590,17.408,99.15
1,591,17.416,99.155
1,592,17.424,99.158
1,593,17.433,99.158
1,594,17.442,99.159
1,595,17.451,99.16
1,596,17.46,99.16
1,597,17.469,99.161
1,598,17.478,99.164
1,599,17.487,99.166
1,600,17.494,99.171
1,601,17.502,99.177
1,602,17.509,99.182
1,603,17.517,99.185
1,604,17.526,99.188
1,605,17.534,99.192
1,606,17.542,99.196
1,607,17.551,99.199
1,608,17.559,99.203
1,609,17.568,99.202
1,610,17.576,99.205
1,611,17.581,99.212
1,612,17.586,99.219
1,613,17.595,99.222
1,614,17.603,99.226
1,615,17.612,99.229
1,616,17.619,99.234
1,617,17.627,99.238
1,617,17.627,99.238
1,617,17.627,99.238
1,618,17.636,99.239
1,619,17.645,99.242
1,620,17.651,99.249
1,621,17.659,99.25
1,622,17.666,99.245
1,623,17.674,99.243
1,624,17.683,99.24
1,625,17.69,99.234
1,626,17.698,99.233
1,627,17.707,99.23
1,628,17.716,99.229
1,629,17.725,99.229
1,630,17.733,99.233
1,631,17.742,99.232
1,632,17.749,99.234
1,633,17.756,99.239
1,634,17.764,99.243
1,635,17.771,99.249
1,636,17.779,99.253
1,637,17.785,99.26
1,638,17.793,99.264
1,639,17.801,99.267
1,640,17.81,99.269
1,641,17.815,99.276
1,642,17.819,99.283
1,643,17.828,99.284
1,644,17.833,99.29
1,645,17.842,99.294
1,646,17.851,99.292
1,647,17.854,99.3
1,648,17.859,99.308
1,649,17.862,99.316
1,650,17.862,99.325
1,651,17.865,99.334
1,652,17.873,99.337
1,653,17.882,99.338
1,654,17.891,99.34
1,655,17.9,99.341
1,656,17.909,99.342
1,657,17.918,99.345
1,658,17.927,99.346
1,659,17.936,99.348
1,660,17.944,99.351
1,661,17.953,99.351
1,662,17.961,99.355
1,663,17.97,99.353
1,663,17.97,99.353
1,664,17.978,99.356
1,665,17.987,99.357
1,666,17.996,99.356
1,667,18.005,99.356
1,668,18.013,99.358
1,669,18.018,99.366
1,670,18.023,99.373
1,671,18.032,99.375
1,672,18.04,99.379
1,672,18.04,99.379
1,673,18.048,99.384
1,674,18.055,99.389
1,675,18.064,99.39
1,676,18.073,99.392
1,677,18.082,99.394
1,678,18.091,99.397
1,679,18.1,99.399
1,680,18.109,99.397
1,681,18.118,99.394
1,682,18.126,99.392
1,683,18.135,99.391
1,684,18.144,99.392
1,685,18.147,99.401
1,686,18.156,99.403
1,687,18.165,99.405
1,688,18.174,99.408
1,689,18.183,99.409
1,690,18.191,99.407
1,691,18.2,99.408
1,692,18.207,99.414
1,693,18.213,99.421
1,694,18.221,99.425
1,695,18.23,99.43
1,696,18.236,99.436
1,697,18.242,99.444
1,698,18.248,99.45
1,699,18.254,99.457
1,700,18.26,99.464
1,701,18.267,99.471
1,702,18.272,99.478
1,703,18.277,99.486
1,703,18.277,99.486
1,704,18.281,99.494
1,705,18.282,99.503
1,706,18.284,99.512
1,706,18.284,99.512
1,707,18.292,99.517
1,708,18.299,99.522
1,709,18.307,99.527
1,710,18.316,99.528
1,711,18.324,99.532
1,712,18.332,99.537
1,713,18.34,99.542
1,714,18.346,99.549
1,715,18.351,99.557
1,716,18.356,99.565
1,717,18.361,99.573
1,718,18.365,99.581
1,719,18.37,99.589
1,720,18.375,99.597
1,721,18.38,99.604
1,722,18.384,99.612
1,723,18.39,99.62
1,724,18.395,99.627
1,725,18.401,99.634
1,726,18.408,99.64
1,727,18.415,99.647
1,728,18.419,99.655
1,729,18.421,99.664
1,730,18.422,99.673
1,731,18.423,99.683
1,732,18.424,99.691
1,733,18.427,99.7
1,734,18.428,99.709
1,735,18.429,99.718
1,736,18.424,99.725
1,737,18.419,99.731
1,738,18.421,99.739
1,739,18.422,99.748
1,740,18.426,99.755
1,741,18.431,99.763
1,742,18.436,99.771
1,743,18.443,99.776
1,744,18.449,99.783
1,745,18.453,99.791
1,746,18.457,99.798
1,747,18.464,99.804
1,748,18.472,99.805
1,749,18.481,99.807
1,750,18.49,99.809
1,751,18.499,99.811
1,752,18.507,99.815
1,753,18.515,99.818
1,754,18.519,99.824
1,755,18.527,99.829
1,756,18.534,99.834
1,757,18.541,99.84
1,758,18.547,99.846
1,759,18.553,99.853
1,760,18.558,99.86
1,761,18.562,99.867
1,762,18.565,99.876
1,763,18.572,99.882
1,764,18.579,99.887
1,765,18.585,99.893
1,766,18.592,99.898
1,767,18.6,99.901
1,768,18.609,99.905
1,769,18.617,99.907
1,770,18.625,99.909
1,771,18.634,99.911
1,772,18.64,99.917
1,773,18.649,99.92
1,774,18.657,99.922
1,775,18.666,99.925
1,776,18.674,99.928
1,777,18.681,99.935
1,778,18.685,99.942
1,779,18.693,99.945
1,780,18.699,99.95
1,781,18.705,99.956
1,782,18.713,99.958
1,783,18.719,99.964
1,784,18.726,99.968
1,785,18.734,99.972
1,786,18.742,99.975
1,787,18.75,99.972
1,787,18.75,99.972
1,788,18.758,99.97
1,789,18.766,99.973
1,790,18.774,99.97
1,791,18.783,99.968
1,792,18.79,99.963
1,793,18.798,99.962
1,794,18.807,99.959
1,795,18.814,99.954
1,796,18.822,99.95
1,797,18.83,99.949
1,798,18.839,99.948
1,799,18.848,99.948
1,800,18.856,99.948
1,801,18.865,99.948
1,802,18.874,99.947
1,803,18.882,99.945
1,804,18.891,99.945
1,805,18.899,99.946
1,806,18.907,99.943
1,807,18.915,99.94
1,808,18.923,99.935
1,809,18.93,99.931
1,810,18.938,99.929
1,811,18.946,99.925
1,812,18.954,99.922
1,813,18.963,99.92
1,814,18.97,99.916
1,815,18.977,99.912
1,816,18.984,99.906
1,817,18.992,99.903
1,818,19.0,99.899
1,819,19.006,99.901
1,820,19.013,99.908
1,821,19.018,99.915
1,822,19.024,99.922
1,823,19.031,99.927
1,824,19.04,99.931
1,825,19.047,99.935
1,826,19.055,99.932
1,827,19.064,99.929
1,828,19.072,99.927
1,829,19.08,99.924
1,830,19.087,99.918
1,831,19.095,99.912
1,831,19.095,99.912
1,832,19.103,99.91
1,833,19.112,99.906
1,834,19.12,99.907
1,835,19.129,99.91
1,836,19.138,99.911
1,836,19.138,99.911
1,837,19.147,99.912
1,838,19.156,99.914
1,839,19.164,99.912
1,840,19.172,99.906
1,840,19.172,99.906
1,841,19.179,99.9
1,842,19.185,99.894
1,843,19.19,99.886
1,844,19.195,99.878
1,845,19.201,99.872
1,846,19.21,99.87
1,847,19.219,99.867
1,848,19.227,99.864
1,849,19.236,99.863
1,850,19.245,99.859
1,851,19.254,99.857
1,852,19.263,99.857
1,853,19.272,99.857
1,854,19.281,99.856
1,855,19.29,99.855
1,856,19.299,99.853
1,857,19.307,99.85
1,858,19.314,99.844
1,859,19.321,99.839
1,860,19.327,99.831
1,861,19.332,99.824
1,861,19.332,99.824
1,862,19.337,99.816
1,863,19.343,99.809
1,864,19.35,99.804
1,865,19.358,99.799
1,866,19.366,99.794
1,867,19.374,99.79
1,868,19.382,99.786
1,869,19.39,99.781
1,870,19.398,99.777
1,871,19.406,99.773
1,872,19.414,99.769
1,873,19.423,99.766
1,874,19.431,99.762
1,875,19.44,99.759
1,876,19.449,99.758
1,877,19.458,99.756
1,878,19.467,99.755
1,879,19.476,99.753
1,880,19.484,99.75
1,881,19.493,99.749
1,882,19.502,99.747
1,883,19.511,99.746
1,884,19.52,99.745
1,885,19.529,99.744
1,886,19.538,99.742
1,887,19.547,99.745
1,888,19.555,99.749
1,889,19.564,99.751
1,890,19.572,99.75
1,890,19.572,99.75
1,891,19.58,99.745
1,892,19.588,99.746
1,892,19.588,99.746
1,893,19.597,99.749
1,894,19.606,99.748
1,895,19.615,99.745
1,896,19.623,99.743
1,897,19.632,99.743
1,898,19.641,99.741
1,899,19.649,99.737
1,900,19.658,99.736
1,901,19.667,99.734
1,902,19.675,99.73
1,903,19.684,99.727
1,904,19.691,99.722
1,905,19.7,99.72
1,906,19.709,99.72
1,907,19.717,99.717
1,908,19.726,99.716
1,909,19.734,99.72
1,910,19.742,99.724
1,910,19.742,99.724
1,911,19.75,99.729
1,912,19.758,99.733
1,913,19.767,99.736
1,914,19.775,99.74
1,915,19.784,99.744
1,916,19.792,99.748
1,917,19.8,99.753
1,918,19.809,99.756
1,919,19.817,99.76
1,920,19.824,99.766
1,920,19.824,99.766
1,921,19.827,99.775
1,922,19.832,99.782
1,923,19.838,99.79
1,924,19.842,99.798
1,925,19.847,99.806
1,926,19.853,99.813
1,927,19.86,99.819
1,928,19.868,99.824
1,929,19.875,99.83
1,930,19.883,99.834
1,930,19.883,99.834
1,931,19.892,99.837
1,932,19.901,99.84
1,933,19.91,99.841
1,934,19.917,99.847
1,935,19.925,99.844
1,936,19.935,99.845
1,937,19.944,99.847
1,938,19.953,99.85
1,939,19.961,99.854
1,939,19.961,99.854
1,940,19.97,99.857
1,941,19.979,99.86
1,942,19.988,99.863
1,943,19.996,99.865
1,944,20.005,99.867
1,944,20.005,99.867
1,944,20.005,99.867
1,944,20.005,99.867
1,945,20.014,99.869
1,946,20.023,99.872
1,947,20.032,99.874
1,948,20.041,99.876
1,949,20.05,99.876
1,950,20.059,99.875
1,951,20.068,99.876
1,952,20.077,99.875
1,953,20.086,99.875
1,954,20.095,99.875
1,955,20.104,99.874
1,956,20.113,99.873
1,957,20.121,99.869
1,958,20.129,99.865
1,959,20.136,99.859
1,960,20.144,99.857
1,961,20.153,99.859
1,962,20.161,99.858
1,963,20.168,99.853
1,964,20.177,99.853
1,965,20.186,99.856
1,966,20.194,99.858
1,967,20.203,99.859
1,968,20.212,99.858
1,969,20.221,99.856
1,970,20.23,99.856
1,970,20.23,99.856
1,970,20.23,99.856
1,970,20.23,99.856
1,971,20.239,99.856
1,972,20.248,99.856
1,973,20.257,99.856
1,974,20.265,99.858
1,974,20.265,99.858
1,975,20.273,99.862
1,976,20.281,99.866
1,977,20.29,99.87
1,978,20.298,99.874
1,979,20.306,99.877
1,980,20.314,99.881
1,981,20.323,99.883
1,982,20.332,99.885
1,983,20.34,99.886
1,984,20.349,99.887
1,985,20.358,99.886
1,986,20.367,99.885
1,987,20.376,99.885
1,988,20.385,99.884
1,989,20.394,99.885
1,990,20.402,99.885
1,991,20.411,99.886
1,992,20.42,99.884
1,993,20.428,99.884
1,994,20.437,99.884
